CustomerID,DrivingExperienceYears,DrivingExperienceBand,DrivingExperienceSort,VehicleType,PreviousAccidents
CUST00529,24.0,20+ yrs,5,Sedan,1
CUST00530,15.0,11-20 yrs,4,Sedan,1
CUST00531,1.0,0-2 yrs,1,Sedan,0
CUST00532,15.0,11-20 yrs,4,SUV,0
CUST00533,3.0,3-5 yrs,2,Truck,0
CUST00534,7.0,6-10 yrs,3,SUV,0
CUST00535,11.0,11-20 yrs,4,Truck,0
CUST00536,12.0,11-20 yrs,4,SUV,1
CUST00537,10.0,6-10 yrs,3,SUV,0
CUST00538,5.0,3-5 yrs,2,SUV,0
CUST00539,17.0,11-20 yrs,4,Truck,3
CUST00540,6.0,6-10 yrs,3,SUV,0
CUST00541,,11-20 yrs,4,Minivan,0
CUST00542,0.0,0-2 yrs,1,Sports,1
CUST00543,11.0,11-20 yrs,4,Truck,1
CUST00544,1.0,0-2 yrs,1,Sports,0
CUST00545,4.0,3-5 yrs,2,SUV,1
CUST00546,6.0,6-10 yrs,3,Sedan,0
CUST00547,20.0,11-20 yrs,4,SUV,1
CUST00548,19.0,11-20 yrs,4,Sedan,0
CUST00549,16.0,11-20 yrs,4,Sedan,0
CUST00550,10.0,6-10 yrs,3,SUV,0
CUST00551,11.0,11-20 yrs,4,Sedan,1
CUST00552,18.0,11-20 yrs,4,Sedan,1
CUST00553,14.0,11-20 yrs,4,SUV,2
CUST00554,10.0,6-10 yrs,3,SEDAN,0
CUST00555,20.0,11-20 yrs,4,Sedan,1
CUST00556,15.0,11-20 yrs,4,Truck,0
CUST00557,11.0,11-20 yrs,4,SUV,0
CUST00558,6.0,6-10 yrs,3,Minivan,0
CUST00559,6.0,6-10 yrs,3,Minivan,0
CUST00560,7.0,6-10 yrs,3,Truck,0
CUST00561,13.0,11-20 yrs,4,SUV,1
CUST00562,15.0,11-20 yrs,4,Truck,0
CUST00563,0.0,0-2 yrs,1,Sedan,0
CUST00564,0.0,0-2 yrs,1,Truck,1
CUST00565,3.0,3-5 yrs,2,SUV,0
CUST00566,7.0,6-10 yrs,3,Truck,0
CUST00567,18.0,11-20 yrs,4,Truck,0
CUST00568,8.0,6-10 yrs,3,SUV,0
CUST00569,11.0,11-20 yrs,4,SUV,2
CUST00570,12.0,11-20 yrs,4,Sedan,2
CUST00571,2.0,0-2 yrs,1,SUV,0
CUST00572,20.0,11-20 yrs,4,SUV,0
CUST00573,5.0,3-5 yrs,2,SUV,0
CUST00574,20.0,11-20 yrs,4,SUV,0
CUST00575,9.0,6-10 yrs,3,Sedan,0
CUST00576,7.0,6-10 yrs,3,Sedan,0
CUST00577,2.0,0-2 yrs,1,Truck,1
CUST00578,11.0,11-20 yrs,4,SUV,0
CUST00579,25.0,20+ yrs,5,Sedan,0
CUST00580,12.0,11-20 yrs,4,Sedan,0
CUST00581,11.0,11-20 yrs,4,SUV,0
CUST00582,5.0,3-5 yrs,2,Minivan,0
CUST00583,14.0,11-20 yrs,4,Sedan,2
CUST00584,11.0,11-20 yrs,4,SUV,0
CUST00585,9.0,6-10 yrs,3,Minivan,0
CUST00586,13.0,11-20 yrs,4,Sedan,0
CUST00587,0.0,0-2 yrs,1,Sedan,0
CUST00588,9.0,6-10 yrs,3,Minivan,0
CUST00589,1.0,0-2 yrs,1,Sedan,0
CUST00590,10.0,6-10 yrs,3,SUV,0
CUST00591,4.0,3-5 yrs,2,SUV,0
CUST00592,5.0,3-5 yrs,2,Sedan,1
CUST00593,0.0,0-2 yrs,1,Sedan,0
CUST00594,17.0,11-20 yrs,4,SUV,1
CUST00595,5.0,3-5 yrs,2,Truck,2
CUST00596,5.0,3-5 yrs,2,Sedan,3
CUST00597,20.0,11-20 yrs,4,Truck,0
CUST00598,13.0,11-20 yrs,4,SUV,1
CUST00599,0.0,0-2 yrs,1,SUV,0
CUST00600,19.0,11-20 yrs,4,Truck,0
CUST00601,21.0,20+ yrs,5,Sedan,2
CUST00602,20.0,11-20 yrs,4,SUV,0
CUST00603,14.0,11-20 yrs,4,SUV,0
CUST00604,2.0,0-2 yrs,1,SUV,0
CUST00605,9.0,6-10 yrs,3,SUV,0
CUST00606,0.0,0-2 yrs,1,Truck,2
CUST00607,3.0,3-5 yrs,2,Truck,0
CUST00608,2.0,0-2 yrs,1,SUV,1
CUST00609,5.0,3-5 yrs,2,Minivan,2
CUST00610,11.0,11-20 yrs,4,Sports,1
CUST00611,6.0,6-10 yrs,3,SUV,2
CUST00612,6.0,6-10 yrs,3,Sedan,0
CUST00613,7.0,6-10 yrs,3,Truck,0
CUST00614,20.0,11-20 yrs,4,Sedan,0
CUST00615,25.0,20+ yrs,5,SUV,1
CUST00616,6.0,6-10 yrs,3,SUV,0
CUST00617,12.0,11-20 yrs,4,Sports,1
CUST00618,4.0,3-5 yrs,2,Sports,0
CUST00619,15.0,11-20 yrs,4,Truck,0
CUST00620,6.0,6-10 yrs,3,SUV,0
CUST00621,5.0,3-5 yrs,2,SUV,1
CUST00622,24.0,20+ yrs,5,Sedan,3
CUST00623,,0-2 yrs,1,Minivan,1
CUST00624,0.0,0-2 yrs,1,Truck,0
CUST00625,15.0,11-20 yrs,4,Truck,0
CUST00626,7.0,6-10 yrs,3,Sedan,0
CUST00627,5.0,3-5 yrs,2,SUV,1
CUST00628,29.0,20+ yrs,5,SUV,0
CUST00629,15.0,11-20 yrs,4,Sedan,1
CUST00630,9.0,6-10 yrs,3,SUV,0
CUST00631,5.0,3-5 yrs,2,Sedan,0
CUST00632,13.0,11-20 yrs,4,Sports,1
CUST00633,0.0,0-2 yrs,1,Truck,1
CUST00634,6.0,6-10 yrs,3,SUV,0
CUST00635,,6-10 yrs,3,Sedan,0
CUST00636,11.0,11-20 yrs,4,Sedan,3
CUST00637,9.0,6-10 yrs,3,Sedan,1
CUST00638,5.0,3-5 yrs,2,SUV,1
CUST00639,16.0,11-20 yrs,4,Minivan,0
CUST00640,0.0,0-2 yrs,1,Sedan,0
CUST00641,8.0,6-10 yrs,3,Sedan,0
CUST00642,6.0,6-10 yrs,3,Sedan,0
CUST00643,,11-20 yrs,4,Truck,0
CUST00644,6.0,6-10 yrs,3,Minivan,0
CUST00645,13.0,11-20 yrs,4,Truck,3
CUST00646,12.0,11-20 yrs,4,SUV,0
CUST00647,0.0,0-2 yrs,1,Sedan,1
CUST00648,9.0,6-10 yrs,3,Truck,2
CUST00649,0.0,0-2 yrs,1,Sedan,0
CUST00650,12.0,11-20 yrs,4,SEDAN,0
CUST00651,4.0,3-5 yrs,2,Sedan,0
CUST00652,18.0,11-20 yrs,4,SUV,2
CUST00653,8.0,6-10 yrs,3,Sedan,1
CUST00654,4.0,3-5 yrs,2,Truck,0
CUST00655,18.0,11-20 yrs,4,Sedan,1
CUST00656,,3-5 yrs,2,Minivan,0
CUST00657,16.0,11-20 yrs,4,Minivan,0
CUST00658,13.0,11-20 yrs,4,SUV,0
CUST00659,7.0,6-10 yrs,3,Sedan,1
CUST00660,0.0,0-2 yrs,1,SUV,0
CUST00661,18.0,11-20 yrs,4,Minivan,0
CUST00662,13.0,11-20 yrs,4,Sedan,0
CUST00663,4.0,3-5 yrs,2,Minivan,0
CUST00664,11.0,11-20 yrs,4,TRUCK,1
CUST00665,17.0,11-20 yrs,4,Sports,0
CUST00666,10.0,6-10 yrs,3,Minivan,0
CUST00667,11.0,11-20 yrs,4,Sedan,2
CUST00668,17.0,11-20 yrs,4,SUV,1
CUST00669,20.0,11-20 yrs,4,Sedan,0
CUST00670,9.0,6-10 yrs,3,Sedan,0
CUST00671,0.0,0-2 yrs,1,Truck,0
CUST00672,0.0,0-2 yrs,1,Minivan,1
CUST00673,5.0,3-5 yrs,2,Sports,1
CUST00674,3.0,3-5 yrs,2,Sedan,0
CUST00675,0.0,0-2 yrs,1,Sedan,1
CUST00676,22.0,20+ yrs,5,SUV,0
CUST00677,13.0,11-20 yrs,4,Sedan,1
CUST00678,6.0,6-10 yrs,3,Sedan,0
CUST00679,9.0,6-10 yrs,3,Minivan,0
CUST00680,0.0,0-2 yrs,1,Minivan,1
CUST00681,18.0,11-20 yrs,4,Minivan,0
CUST00682,0.0,0-2 yrs,1,SUV,1
CUST00683,13.0,11-20 yrs,4,SUV,1
CUST00684,0.0,0-2 yrs,1,Truck,1
CUST00685,7.0,6-10 yrs,3,Sedan,1
CUST00686,,11-20 yrs,4,Minivan,0
CUST00687,0.0,0-2 yrs,1,Sedan,2
CUST00688,8.0,6-10 yrs,3,Truck,0
CUST00689,14.0,11-20 yrs,4,Truck,0
CUST00690,13.0,11-20 yrs,4,Sedan,0
CUST00691,10.0,6-10 yrs,3,TRUCK,2
CUST00692,13.0,11-20 yrs,4,Sedan,0
CUST00693,5.0,3-5 yrs,2,SUV,1
CUST00694,23.0,20+ yrs,5,Truck,0
CUST00695,0.0,0-2 yrs,1,TRUCK,0
CUST00696,18.0,11-20 yrs,4,Sports,3
CUST00697,11.0,11-20 yrs,4,Sedan,0
CUST00698,14.0,11-20 yrs,4,SUV,1
CUST00699,15.0,11-20 yrs,4,Minivan,0
CUST00700,13.0,11-20 yrs,4,SUV,1
CUST00701,4.0,3-5 yrs,2,Minivan,1
CUST00702,7.0,6-10 yrs,3,SUV,0
CUST00703,0.0,0-2 yrs,1,Truck,0
CUST00704,7.0,6-10 yrs,3,Minivan,0
CUST00705,12.0,11-20 yrs,4,Minivan,0
CUST00706,14.0,11-20 yrs,4,Minivan,1
CUST00707,12.0,11-20 yrs,4,Sedan,0
CUST00708,0.0,0-2 yrs,1,SUV,1
CUST00709,6.0,6-10 yrs,3,Sedan,0
CUST00710,,3-5 yrs,2,Sedan,0
CUST00711,0.0,0-2 yrs,1,SUV,0
CUST00712,4.0,3-5 yrs,2,Sports,0
CUST00713,10.0,6-10 yrs,3,SUV,0
CUST00714,19.0,11-20 yrs,4,Minivan,0
CUST00715,3.0,3-5 yrs,2,Sports,3
CUST00716,2.0,0-2 yrs,1,Sedan,3
CUST00717,5.0,3-5 yrs,2,Sedan,0
CUST00718,12.0,11-20 yrs,4,Sedan,0
CUST00719,18.0,11-20 yrs,4,SUV,2
CUST00720,9.0,6-10 yrs,3,Sedan,1
CUST00721,0.0,0-2 yrs,1,Truck,0
CUST00722,1.0,0-2 yrs,1,Sedan,1
CUST00723,11.0,11-20 yrs,4,Sedan,0
CUST00724,16.0,11-20 yrs,4,SUV,0
CUST00725,22.0,20+ yrs,5,SUV,0
CUST00726,1.0,0-2 yrs,1,Minivan,1
CUST00727,10.0,6-10 yrs,3,SPORTS,0
CUST00728,2.0,0-2 yrs,1,Minivan,0
CUST00729,3.0,3-5 yrs,2,Sedan,2
CUST00730,3.0,3-5 yrs,2,SUV,1
CUST00731,7.0,6-10 yrs,3,SUV,0
CUST00732,3.0,3-5 yrs,2,Sedan,1
CUST00733,27.0,20+ yrs,5,SUV,1
CUST00734,6.0,6-10 yrs,3,SUV,0
CUST00735,16.0,11-20 yrs,4,Sedan,0
CUST00736,5.0,3-5 yrs,2,Sedan,0
CUST00737,25.0,20+ yrs,5,Sports,3
CUST00738,12.0,11-20 yrs,4,Truck,1
CUST00739,15.0,11-20 yrs,4,Sedan,0
CUST00740,5.0,3-5 yrs,2,Minivan,0
CUST00741,16.0,11-20 yrs,4,Sports,2
CUST00742,12.0,11-20 yrs,4,Minivan,1
CUST00743,7.0,6-10 yrs,3,Truck,0
CUST00744,2.0,0-2 yrs,1,SUV,0
CUST00745,8.0,6-10 yrs,3,SUV,1
CUST00746,7.0,6-10 yrs,3,SUV,0
CUST00747,16.0,11-20 yrs,4,Sports,1
CUST00748,8.0,6-10 yrs,3,Truck,0
CUST00749,0.0,0-2 yrs,1,Sedan,1
CUST00750,14.0,11-20 yrs,4,SUV,0
CUST00751,19.0,11-20 yrs,4,SUV,1
CUST00752,0.0,0-2 yrs,1,Minivan,0
CUST00753,22.0,20+ yrs,5,Sedan,1
CUST00754,,11-20 yrs,4,Truck,0
CUST00755,5.0,3-5 yrs,2,Sedan,0
CUST00756,2.0,0-2 yrs,1,Sedan,0
CUST00757,17.0,11-20 yrs,4,Truck,1
CUST00758,0.0,0-2 yrs,1,Sedan,1
CUST00759,,3-5 yrs,2,Truck,1
CUST00760,0.0,0-2 yrs,1,Sedan,0
CUST00761,,6-10 yrs,3,Sports,0
CUST00762,20.0,11-20 yrs,4,Minivan,0
CUST00763,12.0,11-20 yrs,4,Sedan,0
CUST00764,17.0,11-20 yrs,4,Truck,1
CUST00765,7.0,6-10 yrs,3,Sedan,0
CUST00766,10.0,6-10 yrs,3,Truck,0
CUST00767,1.0,0-2 yrs,1,Sedan,2
CUST00768,9.0,6-10 yrs,3,Sedan,1
CUST00769,4.0,3-5 yrs,2,Sports,1
CUST00770,8.0,6-10 yrs,3,Sedan,1
CUST00771,8.0,6-10 yrs,3,SUV,0
CUST00772,7.0,6-10 yrs,3,Sedan,1
CUST00773,24.0,20+ yrs,5,Truck,0
CUST00774,22.0,20+ yrs,5,Sedan,0
CUST00775,19.0,11-20 yrs,4,Sedan,0
CUST00776,22.0,20+ yrs,5,Sedan,0
CUST00777,19.0,11-20 yrs,4,Sedan,0
CUST00778,9.0,6-10 yrs,3,Sports,0
CUST00779,9.0,6-10 yrs,3,Minivan,3
CUST00780,11.0,11-20 yrs,4,Minivan,2
CUST00781,8.0,6-10 yrs,3,Sedan,3
CUST00782,2.0,0-2 yrs,1,Sedan,1
CUST00783,12.0,11-20 yrs,4,SUV,3
CUST00784,0.0,0-2 yrs,1,Sports,0
CUST00785,10.0,6-10 yrs,3,SUV,0
CUST00786,,3-5 yrs,2,Sedan,0
CUST00787,9.0,6-10 yrs,3,Minivan,1
CUST00788,11.0,11-20 yrs,4,Sedan,1
CUST00789,7.0,6-10 yrs,3,Minivan,0
CUST00790,0.0,0-2 yrs,1,Sports,0
CUST00791,1.0,0-2 yrs,1,Sports,0
CUST00792,,11-20 yrs,4,Sedan,0
CUST00793,6.0,6-10 yrs,3,SUV,1
CUST00794,13.0,11-20 yrs,4,SUV,0
CUST00795,10.0,6-10 yrs,3,Sedan,2
CUST00796,8.0,6-10 yrs,3,SUV,2
CUST00797,12.0,11-20 yrs,4,SUV,0
CUST00798,5.0,3-5 yrs,2,Sedan,3
CUST00799,,11-20 yrs,4,Sedan,3
CUST00800,7.0,6-10 yrs,3,Sedan,1
CUST00801,27.0,20+ yrs,5,Sports,1
CUST00802,2.0,0-2 yrs,1,Minivan,0
CUST00803,7.0,6-10 yrs,3,Truck,3
CUST00804,7.0,6-10 yrs,3,Sedan,0
CUST00805,0.0,0-2 yrs,1,SUV,2
CUST00806,15.0,11-20 yrs,4,Sedan,0
CUST00807,6.0,6-10 yrs,3,Truck,1
CUST00808,0.0,0-2 yrs,1,SUV,0
CUST00809,14.0,11-20 yrs,4,Minivan,0
CUST00810,5.0,3-5 yrs,2,Sedan,2
CUST00811,9.0,6-10 yrs,3,Sedan,1
CUST00812,14.0,11-20 yrs,4,Minivan,1
CUST00813,7.0,6-10 yrs,3,Minivan,0
CUST00814,7.0,6-10 yrs,3,SUV,2
CUST00815,27.0,20+ yrs,5,Sedan,1
CUST00816,0.0,0-2 yrs,1,SUV,0
CUST00817,,0-2 yrs,1,SUV,1
CUST00818,2.0,0-2 yrs,1,Minivan,0
CUST00819,22.0,20+ yrs,5,Truck,1
CUST00820,5.0,3-5 yrs,2,Sedan,0
CUST00821,11.0,11-20 yrs,4,Truck,0
CUST00822,6.0,6-10 yrs,3,Sedan,1
CUST00823,14.0,11-20 yrs,4,Sedan,1
CUST00824,9.0,6-10 yrs,3,SUV,1
CUST00825,11.0,11-20 yrs,4,Sedan,2
CUST00826,19.0,11-20 yrs,4,Minivan,0
CUST00827,13.0,11-20 yrs,4,SUV,0
CUST00828,4.0,3-5 yrs,2,SUV,0
CUST00829,12.0,11-20 yrs,4,SUV,0
CUST00830,26.0,20+ yrs,5,SPORTS,0
CUST00831,13.0,11-20 yrs,4,Minivan,1
CUST00832,11.0,11-20 yrs,4,MINIVAN,0
CUST00833,0.0,0-2 yrs,1,SUV,2
CUST00834,15.0,11-20 yrs,4,Sedan,0
CUST00835,16.0,11-20 yrs,4,SUV,0
CUST00836,12.0,11-20 yrs,4,SUV,0
CUST00837,10.0,6-10 yrs,3,Sedan,0
CUST00838,29.0,20+ yrs,5,Sedan,0
CUST00839,15.0,11-20 yrs,4,SUV,1
CUST00840,18.0,11-20 yrs,4,Truck,0
CUST00841,10.0,6-10 yrs,3,SUV,0
CUST00842,9.0,6-10 yrs,3,Truck,0
CUST00843,14.0,11-20 yrs,4,SUV,0
CUST00844,9.0,6-10 yrs,3,Sedan,1
CUST00845,,6-10 yrs,3,SUV,0
CUST00846,13.0,11-20 yrs,4,Sports,0
CUST00847,6.0,6-10 yrs,3,Sedan,0
CUST00848,11.0,11-20 yrs,4,SUV,3
CUST00849,10.0,6-10 yrs,3,Sedan,0
CUST00850,16.0,11-20 yrs,4,Sedan,0
CUST00851,5.0,3-5 yrs,2,SUV,0
CUST00852,0.0,0-2 yrs,1,SUV,1
CUST00853,7.0,6-10 yrs,3,SUV,0
CUST00854,12.0,11-20 yrs,4,Sedan,0
CUST00855,16.0,11-20 yrs,4,SUV,1
CUST00856,5.0,3-5 yrs,2,Sedan,0
CUST00857,,11-20 yrs,4,Sedan,2
CUST00858,17.0,11-20 yrs,4,Sedan,0
CUST00859,15.0,11-20 yrs,4,Minivan,0
CUST00860,4.0,3-5 yrs,2,Sedan,3
CUST00861,5.0,3-5 yrs,2,Sedan,0
CUST00862,13.0,11-20 yrs,4,SUV,1
CUST00863,21.0,20+ yrs,5,SUV,1
CUST00864,10.0,6-10 yrs,3,Truck,0
CUST00865,8.0,6-10 yrs,3,Truck,0
CUST00866,0.0,0-2 yrs,1,Truck,0
CUST00867,7.0,6-10 yrs,3,Sedan,0
CUST00868,4.0,3-5 yrs,2,Minivan,0
CUST00869,10.0,6-10 yrs,3,SUV,1
CUST00870,0.0,0-2 yrs,1,Sedan,0
CUST00871,7.0,6-10 yrs,3,Truck,1
CUST00872,2.0,0-2 yrs,1,SUV,0
CUST00873,16.0,11-20 yrs,4,Sedan,0
CUST00874,3.0,3-5 yrs,2,Sports,2
CUST00875,5.0,3-5 yrs,2,SUV,0
CUST00876,11.0,11-20 yrs,4,SUV,0
CUST00877,6.0,6-10 yrs,3,SUV,2
CUST00878,26.0,20+ yrs,5,Sedan,0
CUST00879,16.0,11-20 yrs,4,Sports,1
CUST00880,10.0,6-10 yrs,3,Truck,0
CUST00881,12.0,11-20 yrs,4,SUV,0
CUST00882,0.0,0-2 yrs,1,SUV,0
CUST00883,18.0,11-20 yrs,4,Minivan,1
CUST00884,,11-20 yrs,4,SUV,3
CUST00885,,6-10 yrs,3,Sedan,0
CUST00886,,11-20 yrs,4,Truck,0
CUST00887,14.0,11-20 yrs,4,SUV,0
CUST00888,7.0,6-10 yrs,3,Sports,0
CUST00889,12.0,11-20 yrs,4,Truck,0
CUST00890,17.0,11-20 yrs,4,Sedan,0
CUST00891,13.0,11-20 yrs,4,Sedan,0
CUST00892,8.0,6-10 yrs,3,SUV,0
CUST00893,12.0,11-20 yrs,4,Truck,3
CUST00894,19.0,11-20 yrs,4,Sedan,0
CUST00895,15.0,11-20 yrs,4,SUV,0
CUST00896,1.0,0-2 yrs,1,Minivan,0
CUST00897,14.0,11-20 yrs,4,Sedan,1
CUST00898,13.0,11-20 yrs,4,Truck,2
CUST00899,18.0,11-20 yrs,4,Sedan,1
CUST00900,10.0,6-10 yrs,3,Sedan,0
CUST00901,7.0,6-10 yrs,3,Sedan,1
CUST00902,0.0,0-2 yrs,1,SUV,2
CUST00903,5.0,3-5 yrs,2,Sports,0
CUST00904,18.0,11-20 yrs,4,Truck,2
CUST00905,11.0,11-20 yrs,4,Sedan,1
CUST00906,9.0,6-10 yrs,3,SEDAN,0
CUST00907,19.0,11-20 yrs,4,SUV,0
CUST00908,17.0,11-20 yrs,4,Sedan,0
CUST00909,4.0,3-5 yrs,2,Truck,0
CUST00910,18.0,11-20 yrs,4,Sedan,0
CUST00911,0.0,0-2 yrs,1,Sedan,3
CUST00912,13.0,11-20 yrs,4,Sedan,0
CUST00913,12.0,11-20 yrs,4,Truck,0
CUST00914,18.0,11-20 yrs,4,Sedan,0
CUST00915,12.0,11-20 yrs,4,Sedan,0
CUST00916,8.0,6-10 yrs,3,SUV,1
CUST00917,8.0,6-10 yrs,3,SUV,0
CUST00918,28.0,20+ yrs,5,Sports,0
CUST00919,10.0,6-10 yrs,3,Sedan,0
CUST00920,14.0,11-20 yrs,4,Sedan,0
CUST00921,0.0,0-2 yrs,1,SUV,2
CUST00922,4.0,3-5 yrs,2,Sedan,0
CUST00923,13.0,11-20 yrs,4,SUV,0
CUST00924,0.0,0-2 yrs,1,Sedan,0
CUST00925,13.0,11-20 yrs,4,Minivan,0
CUST00926,4.0,3-5 yrs,2,Sedan,0
CUST00927,2.0,0-2 yrs,1,Truck,1
CUST00928,4.0,3-5 yrs,2,Sports,0
CUST00929,20.0,11-20 yrs,4,Sports,0
CUST00930,12.0,11-20 yrs,4,SUV,0
CUST00931,3.0,3-5 yrs,2,Sports,0
CUST00932,15.0,11-20 yrs,4,Truck,0
CUST00933,15.0,11-20 yrs,4,Sedan,0
CUST00934,7.0,6-10 yrs,3,Minivan,0
CUST00935,16.0,11-20 yrs,4,SUV,0
CUST00936,17.0,11-20 yrs,4,Sedan,1
CUST00937,15.0,11-20 yrs,4,Truck,0
CUST00938,5.0,3-5 yrs,2,SUV,0
CUST00939,1.0,0-2 yrs,1,Minivan,0
CUST00940,0.0,0-2 yrs,1,Minivan,1
CUST00941,5.0,3-5 yrs,2,Sedan,0
CUST00942,7.0,6-10 yrs,3,Sedan,0
CUST00943,7.0,6-10 yrs,3,Truck,0
CUST00944,9.0,6-10 yrs,3,SUV,1
CUST00945,22.0,20+ yrs,5,Sedan,1
CUST00946,7.0,6-10 yrs,3,Sedan,1
CUST00947,9.0,6-10 yrs,3,Sedan,0
CUST00948,0.0,0-2 yrs,1,SUV,1
CUST00949,25.0,20+ yrs,5,Sedan,1
CUST00950,0.0,0-2 yrs,1,Sedan,0
CUST00951,5.0,3-5 yrs,2,SUV,2
CUST00952,14.0,11-20 yrs,4,Sedan,3
CUST00953,11.0,11-20 yrs,4,Sedan,0
CUST00954,21.0,20+ yrs,5,Minivan,1
CUST00955,15.0,11-20 yrs,4,Truck,0
CUST00956,9.0,6-10 yrs,3,Sedan,0
CUST00957,17.0,11-20 yrs,4,Minivan,0
CUST00958,18.0,11-20 yrs,4,Sedan,0
CUST00959,5.0,3-5 yrs,2,SUV,2
CUST00960,16.0,11-20 yrs,4,SUV,1
CUST00961,8.0,6-10 yrs,3,Truck,0
CUST00962,9.0,6-10 yrs,3,SUV,1
CUST00963,11.0,11-20 yrs,4,Sedan,1
CUST00964,7.0,6-10 yrs,3,SUV,0
CUST00965,6.0,6-10 yrs,3,Truck,0
CUST00966,16.0,11-20 yrs,4,SUV,1
CUST00967,0.0,0-2 yrs,1,Truck,1
CUST00968,2.0,0-2 yrs,1,SUV,3
CUST00969,14.0,11-20 yrs,4,Truck,0
CUST00970,9.0,6-10 yrs,3,SUV,0
CUST00971,16.0,11-20 yrs,4,Sedan,1
CUST00972,12.0,11-20 yrs,4,Minivan,0
CUST00973,0.0,0-2 yrs,1,Minivan,1
CUST00974,10.0,6-10 yrs,3,Sports,0
CUST00975,13.0,11-20 yrs,4,SUV,0
CUST00976,11.0,11-20 yrs,4,Truck,0
CUST00977,6.0,6-10 yrs,3,Minivan,0
CUST00978,8.0,6-10 yrs,3,Sedan,0
CUST00979,6.0,6-10 yrs,3,Minivan,2
CUST00980,0.0,0-2 yrs,1,Sedan,0
CUST00981,0.0,0-2 yrs,1,Sedan,0
CUST00982,12.0,11-20 yrs,4,Sedan,3
CUST00983,3.0,3-5 yrs,2,SUV,0
CUST00984,14.0,11-20 yrs,4,Sedan,0
CUST00985,5.0,3-5 yrs,2,Sedan,0
CUST00986,0.0,0-2 yrs,1,SUV,1
CUST00987,7.0,6-10 yrs,3,SUV,0
CUST00988,24.0,20+ yrs,5,Minivan,3
CUST00989,9.0,6-10 yrs,3,Sedan,0
CUST00990,14.0,11-20 yrs,4,Sedan,1
CUST00991,,11-20 yrs,4,Sedan,0
CUST00992,0.0,0-2 yrs,1,SUV,3
CUST00993,20.0,11-20 yrs,4,SUV,0
CUST00994,8.0,6-10 yrs,3,Sedan,1
CUST00995,0.0,0-2 yrs,1,SUV,2
CUST00996,,6-10 yrs,3,Minivan,2
CUST00997,8.0,6-10 yrs,3,Sedan,0
CUST00998,,11-20 yrs,4,SUV,0
CUST00999,5.0,3-5 yrs,2,Sedan,0
CUST01000,28.0,20+ yrs,5,Sedan,0
CUST01001,3.0,3-5 yrs,2,Sedan,2
CUST01002,14.0,11-20 yrs,4,SUV,0
CUST01003,0.0,0-2 yrs,1,SUV,0
CUST01004,9.0,6-10 yrs,3,Minivan,0
CUST01005,12.0,11-20 yrs,4,Minivan,3
CUST01006,2.0,0-2 yrs,1,SUV,1
CUST01007,20.0,11-20 yrs,4,Sedan,0
CUST01008,13.0,11-20 yrs,4,Minivan,1
CUST01009,7.0,6-10 yrs,3,Truck,1
CUST01010,12.0,11-20 yrs,4,Truck,1
CUST01011,5.0,3-5 yrs,2,Sedan,0
CUST01012,,11-20 yrs,4,Truck,1
CUST01013,17.0,11-20 yrs,4,Minivan,0
CUST01014,12.0,11-20 yrs,4,SUV,1
CUST01015,14.0,11-20 yrs,4,Truck,0
CUST01016,0.0,0-2 yrs,1,Truck,3
CUST01017,20.0,11-20 yrs,4,SUV,1
CUST01018,9.0,6-10 yrs,3,Minivan,0
CUST01019,17.0,11-20 yrs,4,Truck,1
CUST01020,15.0,11-20 yrs,4,Minivan,0
CUST01021,17.0,11-20 yrs,4,Sports,0
CUST01022,2.0,0-2 yrs,1,SUV,0
CUST01023,3.0,3-5 yrs,2,Sedan,0
CUST01024,25.0,20+ yrs,5,Sedan,0
CUST01025,0.0,0-2 yrs,1,Sports,1
CUST01026,2.0,0-2 yrs,1,Sedan,1
CUST01027,,6-10 yrs,3,SUV,0
CUST01028,10.0,6-10 yrs,3,SUV,0
CUST01029,6.0,6-10 yrs,3,Sedan,0
CUST01030,14.0,11-20 yrs,4,SUV,2
CUST01031,16.0,11-20 yrs,4,Truck,1
CUST01032,9.0,6-10 yrs,3,Sedan,0
CUST01033,,6-10 yrs,3,Truck,1
CUST01034,9.0,6-10 yrs,3,Truck,0
CUST01035,6.0,6-10 yrs,3,SUV,0
CUST01036,0.0,0-2 yrs,1,Sedan,0
CUST01037,12.0,11-20 yrs,4,Minivan,0
CUST01038,15.0,11-20 yrs,4,SUV,0
CUST01039,8.0,6-10 yrs,3,SUV,1
CUST01040,0.0,0-2 yrs,1,SUV,0
CUST01041,5.0,3-5 yrs,2,Sports,0
CUST01042,16.0,11-20 yrs,4,SUV,0
CUST01043,0.0,0-2 yrs,1,Truck,1
CUST01044,14.0,11-20 yrs,4,SUV,0
CUST01045,6.0,6-10 yrs,3,Sedan,1
CUST01046,9.0,6-10 yrs,3,Sedan,0
CUST01047,5.0,3-5 yrs,2,SEDAN,0
CUST01048,2.0,0-2 yrs,1,Sedan,0
CUST01049,20.0,11-20 yrs,4,SUV,1
CUST01050,15.0,11-20 yrs,4,SEDAN,0
CUST01051,14.0,11-20 yrs,4,Minivan,0
CUST01052,16.0,11-20 yrs,4,Sports,0
CUST01053,13.0,11-20 yrs,4,SUV,0
CUST01054,16.0,11-20 yrs,4,SUV,1
CUST01055,5.0,3-5 yrs,2,Sedan,0
CUST01056,19.0,11-20 yrs,4,SUV,0
CUST01057,,11-20 yrs,4,SUV,1
CUST01058,,11-20 yrs,4,Sedan,0
