CustomerID,Age,AgeBand,AgeBandSort,Gender,IncomeBand,Region,City,MaritalStatus,EducationLevel
CUST01160,41.0,35-44,3,Male,Medium,BC,Vancouver,Married,College
CUST01161,72.0,65+,6,Female,High,Ontario,Ottawa,Single,Bachelor
CUST01162,,25-34,2,Male,Medium,Ontario,London,Divorced,College
CUST01163,72.0,65+,6,Male,Medium,Ontario,Toronto,Married,High School
CUST01164,20.0,18-24,1,Female,High,Ontario,Toronto,Married,Bachelor
CUST01165,68,65+,6,Female,Medium,Alberta,Red Deer,Single,College
CUST01166,48.0,45-54,4,Male,Medium,Ontario,Ottawa,Single,High School
CUST01167,57.0,55-64,5,Male,Medium,Ontario,Ottawa,Divorced,Bachelor
CUST01168,54.0,45-54,4,Female,Low,Atlantic,Moncton,Married,Master
CUST01169,53.0,45-54,4,Female,High,Quebec,Montreal,Married,Bachelor
CUST01170,41,35-44,3,Male,Medium,Ontario,Hamilton,Single,Bachelor
CUST01171,48.0,45-54,4,Male,Very High,Ontario,Ottawa,Married,Bachelor
CUST01172,23.0,18-24,1,Male,High,Ontario,Hamilton,Divorced,Bachelor
CUST01173,19,18-24,1,Female,Medium,Ontario,Hamilton,Single,High School
CUST01174,37.0,35-44,3,Male,Medium,Ontario,Toronto,Married,Master
CUST01175,45.0,45-54,4,Male,Low,BC,Victoria,Divorced,Master
CUST01176,28.0,25-34,2,Female,Medium,Ontario,Hamilton,Married,College
CUST01177,21.0,18-24,1,Male,Medium,Quebec,Quebec City,Single,Bachelor
CUST01178,32.0,25-34,2,Male,medium,Alberta,Edmonton,Married,Bachelor
CUST01179,23.0,18-24,1,Male,Medium,Quebec,Quebec City,Single,High School
CUST01180,71.0,65+,6,Male,Low,Prairies,Regina,Divorced,College
CUST01181,66.0,65+,6,Male,Very High,Quebec,Montreal,Married,High School
CUST01182,47.0,45-54,4,Female,Low,Quebec,Montreal,Widowed,Master
CUST01183,73.0,65+,6, Male,Very High,Alberta,Red Deer,Single,High School
CUST01184,55.0,55-64,5,Female,Very High,Ontario,London,Married,College
CUST01185,68.0,65+,6,Female,Medium,Ontario,Ottawa,Single,High School
CUST01186,74.0,65+,6,Female,High,BC,Victoria,Married,Bachelor
CUST01187,19.0,18-24,1,Male,Medium,Quebec,Montreal,Single,Master
CUST01188,32.0,25-34,2,Male,Medium,Alberta,Red Deer,Single,Bachelor
CUST01189,28.0,25-34,2,Male,Medium,Prairies,Regina,Divorced,High School
CUST01190,25.0,25-34,2,Male,Medium,Quebec,Montreal,Single,Bachelor
CUST01191,43.0,35-44,3,Male,Medium,BC,Kelowna,Married,Bachelor
CUST01192,68.0,65+,6,Female,Medium,Quebec,Laval,Divorced,Bachelor
CUST01193,62.0,55-64,5,Male,Medium,Atlantic,Halifax,Widowed,Bachelor
CUST01194,,55-64,5,Male,Medium,Alberta,Calgary,Single,College
CUST01195,,18-24,1,Male,Medium,Prairies,Regina,Divorced,High School
CUST01196,23.0,18-24,1,Female,Low,Ontario,Hamilton,Single,High School
CUST01197,43.0,35-44,3,Male,Low,Alberta,Calgary,Married,PhD
CUST01198,71.0,65+,6,Female,Medium,Ontario,London,Divorced,Bachelor
CUST01199,21.0,18-24,1,Male,Low,Ontario,London,Married,Bachelor
CUST01200,36.0,35-44,3,Female,Low,Prairies,Winnipeg,Divorced,Master
CUST01201,37.0,35-44,3,Female,High,Ontario,London,Divorced,Master
CUST01202,50.0,45-54,4,Male,Low,Atlantic,Moncton,Single,College
CUST01203,37.0,35-44,3,Male,High,Ontario,Hamilton,Married,High School
CUST01204,,65+,6,Male,Medium,Alberta,Red Deer,Married,Master
CUST01205,29.0,25-34,2,Male,High,Ontario,Toronto,Married,PhD
CUST01206,64.0,55-64,5,Female,Medium,Quebec,Montreal,Single,Bachelor
CUST01207,18.0,18-24,1,Female,Medium,Ontario,Ottawa,Single,Master
CUST01208,43.0,35-44,3,Female,Medium,BC,Victoria,Divorced,College
CUST01209,31.0,25-34,2,Female,Medium,Ontario,Toronto,Divorced,High School
CUST01210,55.0,55-64,5,Male,Medium,BC,Kelowna,Married,Bachelor
CUST01211,54.0,45-54,4,Male,Low,Ontario,Ottawa,Married,Master
CUST01212,28.0,25-34,2,Female,Very High,Ontario,London,Married,Bachelor
CUST01213,53,45-54,4,Male,Medium,Ontario,Toronto,Married,Bachelor
CUST01214,30.0,25-34,2,Female,Medium,Quebec,Montreal,Widowed,High School
CUST01215,60.0,55-64,5,Male,High,Alberta,Calgary,Single,College
CUST01216,20.0,18-24,1,Male,Medium,Prairies,Regina,Married,Master
CUST01217,50.0,45-54,4,Female,High,Ontario,Toronto,Divorced,High School
CUST01218,23.0,18-24,1,Male,Medium,Quebec,Montreal,Divorced,Bachelor
CUST01219,67.0,65+,6,Female,High,Alberta,Red Deer,Married,Bachelor
CUST01220,,65+,6,Female,Low,Ontario,Toronto,Single,Bachelor
CUST01221,27.0,25-34,2,Female,High,Quebec,Montreal,Divorced,PhD
CUST01222,22.0,18-24,1,Female,High,Quebec,Quebec City,Married,College
CUST01223,40.0,35-44,3,Female,Low,Ontario,Toronto,Married,Bachelor
CUST01224,27.0,25-34,2,Female,Low,Ontario,Hamilton,Married,High School
CUST01225,61.0,55-64,5,Male,Medium,Ontario,Ottawa,Single,College
CUST01226,19.0,18-24,1,Male,Very High,BC,Vancouver,Single,Bachelor
CUST01227,30.0,25-34,2,Female,Medium,Ontario,Hamilton,Married,College
CUST01228,57.0,55-64,5, Male,Medium,Ontario,London,Single,Master
CUST01229,19.0,18-24,1,Male,Low,Ontario,Toronto,Single,Bachelor
CUST01230,37.0,35-44,3,Male,Medium,Ontario,London,Married,College
CUST01231,18.0,18-24,1,Female,Medium,Ontario,Ottawa,Married,High School
CUST01232,54.0,45-54,4,Female,Very High,Prairies,Regina,Single,College
CUST01233,26.0,25-34,2,Male,Medium,Ontario,Ottawa,Single,Bachelor
CUST01234,34.0,25-34,2,Female,High,BC,Kelowna,Divorced,Master
CUST01235,26.0,25-34,2,Female,Medium,Quebec,Laval,Single,Bachelor
CUST01236,28.0,25-34,2,Female,Low,BC,Vancouver,Married,High School
CUST01237,,25-34,2,Female,Medium,BC,Kelowna,Single,College
CUST01238,41.0,35-44,3,Female,Medium,Ontario,London,Divorced,College
CUST01239,55.0,55-64,5,Male,Very High,Alberta,Red Deer,Married,Bachelor
CUST01240,72.0,65+,6,Female,High,Quebec,Montreal,Single,College
CUST01241,52.0,45-54,4,Male,Low,Alberta,Red Deer,Single,College
CUST01242,47.0,45-54,4,Female,low,Quebec,Laval,Married,College
CUST01243,48.0,45-54,4,Female,Low,Atlantic,St. John's,Married,Bachelor
CUST01244,66.0,65+,6,Male,Very High,Alberta,Red Deer,Married,Bachelor
CUST01245,22.0,18-24,1,Male,high,Atlantic,Halifax,Single,Master
CUST01246,61.0,55-64,5,Female,High,Quebec,Montreal,Married,Bachelor
CUST01247,67.0,65+,6,Male,Medium,Quebec,Quebec City,Married,Bachelor
CUST01248,31.0,25-34,2,Female,Medium,Alberta,Red Deer,Married,High School
CUST01249,70.0,65+,6,Male,Medium,Prairies,Winnipeg,Single,High School
CUST01250,73.0,65+,6,Male,Medium,Atlantic,St. John's,Married,Bachelor
CUST01251,28.0,25-34,2,Female,Medium,Ontario,Toronto,Single,High School
CUST01252,26.0,25-34,2,Female,Low,Alberta,Edmonton,Married,College
CUST01253,51.0,45-54,4,Female,Low,Ontario,Hamilton,Married,High School
CUST01254,29.0,25-34,2,Male,High,Quebec,Quebec City,Divorced,High School
CUST01255,52.0,45-54,4,Female,High,Ontario,Ottawa,Married,High School
CUST01256,52.0,45-54,4,Female,Medium,Ontario,Ottawa,Married,Master
CUST01257,18.0,18-24,1,Female,Medium,Prairies,Winnipeg,Single,College
CUST01258,57.0,55-64,5,Female,Medium,Ontario,Hamilton,Single,High School
CUST01259,39,35-44,3,Female,High,BC,Vancouver,Single,College
CUST01260,46.0,45-54,4,Male,High,BC,Vancouver,Single,Bachelor
CUST01261,25.0,25-34,2,Male,High,Ontario,Hamilton,Single,Bachelor
CUST01262,28.0,25-34,2,Female,High,Ontario,Hamilton,Widowed,High School
CUST01263,58.0,55-64,5,Male,low,Quebec,Laval,Married,Bachelor
CUST01264,54.0,45-54,4,Female,Medium,Ontario,Hamilton,Single,College
CUST01265,31.0,25-34,2,Male,Medium,Alberta,Calgary,Single,Bachelor
CUST01266,47.0,45-54,4,Female,Medium,Atlantic,St. John's,Married,Bachelor
CUST01267,52,45-54,4,Female,High,Ontario,Hamilton,Single,Bachelor
CUST01268,38.0,35-44,3,Male,Medium,Ontario,Hamilton,Single,Bachelor
CUST01269,54.0,45-54,4,Male,Low,Quebec,Quebec City,Married,High School
CUST01270,22.0,18-24,1,Male,Medium,Alberta,Red Deer,Divorced,Bachelor
CUST01271,36.0,35-44,3,Female,Very High,Ontario,Hamilton,Married,High School
CUST01272,31.0,25-34,2,Female,Low,Ontario,Toronto,Married,PhD
CUST01273,43.0,35-44,3,Male,Medium,Quebec,Quebec City,Divorced,College
CUST01274,21.0,18-24,1,Female,Medium,Atlantic,Halifax,Single,College
CUST01275,42.0,35-44,3,Male,Low,Quebec,Quebec City,Single,High School
CUST01276,62.0,55-64,5,Male,Medium,Quebec,Montreal,Married,High School
CUST01277,59.0,55-64,5,Female,High,Atlantic,Halifax,Married,Bachelor
CUST01278,42.0,35-44,3,Male,Medium,BC,Kelowna,Married,Bachelor
CUST01279,35.0,35-44,3,Male,High,BC,Kelowna,Single,College
CUST01280,57.0,55-64,5,Male,Medium,Quebec,Quebec City,Divorced,High School
CUST01281,25.0,25-34,2,Male,Low,Atlantic,Moncton,Single,Bachelor
CUST01282,56.0,55-64,5,Male,Very High,BC,Victoria,Married,High School
CUST01283,57.0,55-64,5,Male,Medium,Prairies,Regina,Divorced,Bachelor
CUST01284,31.0,25-34,2,Female,Medium,BC,Vancouver,Single,Bachelor
CUST01285,49.0,45-54,4,Male,High,Alberta,Edmonton,Divorced,College
CUST01286,,65+,6,Female,Medium,Ontario,Hamilton,Married,High School
CUST01287,55.0,55-64,5,Male,High,Ontario,Hamilton,Divorced,Bachelor
CUST01288,50.0,45-54,4,Male,Low,Alberta,Calgary,Single,College
CUST01289,40,35-44,3,Female,Medium,Ontario,Toronto,Divorced,High School
CUST01290,32.0,25-34,2, Female,Low,Quebec,Laval,Single,Bachelor
CUST01291,50.0,45-54,4,Male,High,Ontario,Toronto,Married,High School
CUST01292,42.0,35-44,3,Female,low,Alberta,Calgary,Married,College
CUST01293,34.0,25-34,2,Female,High,Ontario,London,Single,Bachelor
CUST01294,50.0,45-54,4,Female,Very High,Alberta,Red Deer,Single,Master
CUST01295,64.0,55-64,5,Female,Medium,BC,Victoria,Married,Bachelor
CUST01296,72.0,65+,6,Male,Medium,Ontario,Ottawa,Married,College
CUST01297,19.0,18-24,1,Male,Medium,Quebec,Laval,Single,College
CUST01298,31.0,25-34,2,Female,Medium,Ontario,Ottawa,Single,Bachelor
CUST01299,70.0,65+,6,Male,Medium,Ontario,Hamilton,Married,College
CUST01300,57.0,55-64,5,Female,Medium,Quebec,Laval,Married,High School
CUST01301,57.0,55-64,5, Male,Very High,Ontario,Toronto,Married,Bachelor
CUST01302,68.0,65+,6,Male,Very High,Atlantic,Moncton,Divorced,College
CUST01303,56.0,55-64,5,Female,High,Ontario,Hamilton,Married,College
CUST01304,68.0,65+,6,Male,High,BC,Victoria,Single,High School
CUST01305,23.0,18-24,1,Female,Medium,Quebec,Quebec City,Married,Bachelor
CUST01306,23.0,18-24,1,Female,High,BC,Victoria,Married,College
CUST01307,20.0,18-24,1,Female,high,Quebec,Laval,Single,College
CUST01308,24.0,18-24,1,Female,Medium,BC,Vancouver,Married,College
CUST01309,68.0,65+,6,Female,Very High,BC,Victoria,Married,Master
CUST01310,25.0,25-34,2,Female,Medium,BC,Kelowna,Widowed,Bachelor
CUST01311,59.0,55-64,5,Female,Medium,Ontario,London,Married,High School
CUST01312,69.0,65+,6,Male,High,BC,Victoria,Married,Bachelor
CUST01313,32,25-34,2,Male,Very High,Ontario,Toronto,Single,College
CUST01314,,55-64,5,Male,Low,Ontario,Ottawa,Married,College
CUST01315,46.0,45-54,4,Male,High,Quebec,Laval,Single,Bachelor
CUST01316,50.0,45-54,4,Female,Medium,Quebec,Quebec City,Married,Bachelor
CUST01317,,65+,6,Female,Medium,Quebec,Quebec City,Married,High School
CUST01318,47.0,45-54,4,Female,High,BC,Victoria,Divorced,Master
CUST01319,,55-64,5,Male,Medium,Ontario,Toronto,Single,Bachelor
CUST01320,44.0,35-44,3,Female,High,Ontario,Ottawa,Single,PhD
CUST01321,53.0,45-54,4,Male,Medium,Ontario,London,Married,Bachelor
CUST01322,46.0,45-54,4, Female,Medium,BC,Kelowna,Married,PhD
CUST01323,55.0,55-64,5,Female,Medium,Quebec,Quebec City,Single,Bachelor
CUST01324,74.0,65+,6,Male,Medium,Ontario,Ottawa,Single,High School
CUST01325,50.0,45-54,4,Male,Low,BC,Victoria,Married,Bachelor
CUST01326,54.0,45-54,4,Male,Very High,Quebec,Montreal,Married,Bachelor
CUST01327,44.0,35-44,3,Female,Medium,Quebec,Laval,Divorced,Master
CUST01328,72.0,65+,6,Female,High,Quebec,Quebec City,Single,College
CUST01329,50.0,45-54,4,Female,Medium,BC,Kelowna,Divorced,Bachelor
CUST01330,21.0,18-24,1,Male,Medium,BC,Kelowna,Married,Master
CUST01331,39.0,35-44,3,Male,Medium,Ontario,Toronto,Single,Master
CUST01332,19.0,18-24,1,Female,Medium,Ontario,Hamilton,Married,High School
CUST01333,27.0,25-34,2,Female,medium,Ontario,London,Married,Bachelor
CUST01334,22.0,18-24,1,Male,Medium,BC,Victoria,Single,Bachelor
CUST01335,27.0,25-34,2, Male,Medium,Prairies,Winnipeg,Married,High School
CUST01336,50.0,45-54,4,Female,Low,Quebec,Montreal,Married,Master
CUST01337,71.0,65+,6,Male,Medium,Ontario,Hamilton,Single,College
CUST01338,55.0,55-64,5,Male,Low,Alberta,Calgary,Single,Bachelor
CUST01339,30.0,25-34,2,Male,Low,Alberta,Red Deer,Single,Master
CUST01340,48.0,45-54,4,Female,Very High,Prairies,Regina,Married,High School
CUST01341,64.0,55-64,5,Female,Medium,BC,Vancouver,Single,Master
CUST01342,53.0,45-54,4,Female,High,Alberta,Edmonton,Married,Bachelor
CUST01343,62.0,55-64,5,Female,Medium,Ontario,Hamilton,Married,Master
CUST01344,,35-44,3,Female,Very High,Ontario,London,Married,Bachelor
CUST01345,69.0,65+,6,Male,Medium,Ontario,London,Married,High School
CUST01346,73.0,65+,6,Female,High,BC,Vancouver,Single,Bachelor
CUST01347,32.0,25-34,2,Male,Medium,Ontario,Toronto,Divorced,College
CUST01348,46.0,45-54,4,Female,Very High,Quebec,Laval,Married,College
CUST01349,25.0,25-34,2,Male,High,Quebec,Laval,Married,College
CUST01350,22.0,18-24,1,Male,High,Ontario,London,Married,Bachelor
CUST01351,46.0,45-54,4,Male,Low,Prairies,Regina,Married,Bachelor
CUST01352,,55-64,5,Male,Medium,Ontario,London,Married,Bachelor
CUST01353,21.0,18-24,1,Male,Medium,Quebec,Laval,Married,Bachelor
CUST01354,29.0,25-34,2,Male,Medium,Alberta,Edmonton,Single,Bachelor
CUST01355,62.0,55-64,5,Female,High,Ontario,Ottawa,Widowed,Master
CUST01356,19.0,18-24,1,Male,Low,BC,Victoria,Married,High School
CUST01357,44.0,35-44,3,Female,Low,Alberta,Edmonton,Single,Master
CUST01358,48.0,45-54,4,Female,Medium,Prairies,Winnipeg,Married,College
CUST01359,68.0,65+,6,Female,Low,Prairies,Regina,Single,Bachelor
CUST01360,68.0,65+,6,Female,Low,Ontario,Toronto,Single,College
CUST01361,53.0,45-54,4,Female,High,BC,Vancouver,Married,Bachelor
CUST01362,53.0,45-54,4,Male,Medium,Ontario,London,Married,College
CUST01363,43.0,35-44,3,Male,Low,Ontario,Ottawa,Widowed,High School
CUST01364,60.0,55-64,5,Male,Medium,Ontario,Toronto,Widowed,High School
CUST01365,44.0,35-44,3,Female,Medium,Ontario,Ottawa,Single,Bachelor
CUST01366,22.0,18-24,1,Female,Low,Prairies,Regina,Married,High School
CUST01367,37.0,35-44,3,Male,High,Ontario,Ottawa,Divorced,College
CUST01368,,25-34,2, Male,High,Quebec,Laval,Single,High School
CUST01369,27.0,25-34,2,Female,High,Quebec,Quebec City,Married,High School
CUST01370,57.0,55-64,5,Male,High,Quebec,Montreal,Divorced,Master
CUST01371,55.0,55-64,5,Female,Low,Atlantic,Halifax,Married,Bachelor
CUST01372,23.0,18-24,1,Female,Very High,Ontario,Ottawa,Single,Master
CUST01373,25.0,25-34,2,Female,High,BC,Kelowna,Divorced,Bachelor
CUST01374,40.0,35-44,3,Female,Very High,Quebec,Laval,Divorced,Master
CUST01375,64.0,55-64,5,Female,Low,Ontario,Ottawa,Married,Bachelor
CUST01376,43.0,35-44,3,Male,Very High,Quebec,Montreal,Married,Bachelor
CUST01377,63.0,55-64,5,Female,High,Alberta,Red Deer,Married,Bachelor
CUST01378,60.0,55-64,5,Female,High,Ontario,Ottawa,Single,College
CUST01379,29.0,25-34,2,Male,Low,Ontario,Hamilton,Single,Bachelor
CUST01380,43.0,35-44,3,Male,High,Ontario,Toronto,Married,Master
CUST01381,30.0,25-34,2,Male,Very High,Alberta,Red Deer,Widowed,Bachelor
CUST01382,57.0,55-64,5,Male,High,BC,Victoria,Divorced,Bachelor
CUST01383,35.0,35-44,3,Female,Medium,Quebec,Laval,Married,PhD
CUST01384,42.0,35-44,3,Female,Very High,Quebec,Laval,Married,PhD
CUST01385,50.0,45-54,4,Male,Medium,Prairies,Winnipeg,Single,Bachelor
CUST01386,64,55-64,5,Male,Medium,Alberta,Calgary,Divorced,Master
CUST01387,57.0,55-64,5,Female,Medium,Alberta,Calgary,Married,High School
CUST01388,60.0,55-64,5,Male,Very High,Alberta,Calgary,Divorced,High School
CUST01389,29.0,25-34,2,Male,Low,BC,Victoria,Married,High School
CUST01390,61.0,55-64,5,Female,Medium,Quebec,Laval,Married,Bachelor
CUST01391,53.0,45-54,4,Female,High,Alberta,Red Deer,Divorced,High School
CUST01392,65.0,65+,6,Male,high,Prairies,Regina,Married,High School
CUST01393,21.0,18-24,1,Male,medium,Ontario,Hamilton,Single,High School
CUST01394,22.0,18-24,1,Male,Very High,Ontario,Ottawa,Single,College
CUST01395,73.0,65+,6,Female,Very High,Atlantic,Halifax,Divorced,Bachelor
CUST01396,54.0,45-54,4,Female,Low,Ontario,Hamilton,Married,High School
CUST01397,25.0,25-34,2,Male,Medium,Prairies,Regina,Married,Bachelor
CUST01398,59.0,55-64,5,Female,Low,Quebec,Montreal,Single,College
CUST01399,66.0,65+,6,Female,Medium,Ontario,London,Married,College
CUST01400,45.0,45-54,4,Male,Medium,Ontario,London,Married,Master
CUST01401,48.0,45-54,4,Male,Very High,Ontario,Toronto,Single,PhD
CUST01402,26.0,25-34,2,Female,High,Ontario,Hamilton,Widowed,Bachelor
CUST01403,71.0,65+,6,Male,Low,Quebec,Montreal,Married,College
CUST01404,68.0,65+,6,Male,Low,BC,Kelowna,Single,Master
CUST01405,46.0,45-54,4,Female,Medium,Atlantic,St. John's,Married,Bachelor
CUST01406,31.0,25-34,2,Female,Medium,Quebec,Laval,Single,Bachelor
CUST01407,57.0,55-64,5,Female,Medium,Quebec,Laval,Married,College
CUST01408,58.0,55-64,5,Female,high,Quebec,Laval,Single,College
CUST01409,39,35-44,3,Female,Very High,Quebec,Laval,Divorced,Bachelor
CUST01410,28.0,25-34,2,Male,Medium,Quebec,Montreal,Married,Bachelor
CUST01411,40.0,35-44,3,Female,High,Ontario,Ottawa,Married,Bachelor
CUST01412,18.0,18-24,1, Male,Medium,Ontario,Ottawa,Married,College
CUST01413,63.0,55-64,5,Male,High,Ontario,Hamilton,Married,Master
CUST01414,54.0,45-54,4,Female,Medium,Ontario,Toronto,Single,College
CUST01415,,35-44,3,Female,Low,BC,Kelowna,Widowed,Bachelor
CUST01416,43.0,35-44,3, Male,Very High,Ontario,Toronto,Married,College
CUST01417,63.0,55-64,5,Female,Medium,Prairies,Regina,Single,Bachelor
CUST01418,53.0,45-54,4,Male,High,Prairies,Regina,Married,College
CUST01419,71.0,65+,6,Male,Medium,Atlantic,Moncton,Married,Bachelor
CUST01420,40.0,35-44,3,Male,Low,Prairies,Winnipeg,Divorced,College
CUST01421,74.0,65+,6,Female,Low,Ontario,Toronto,Single,Bachelor
CUST01422,18.0,18-24,1,Female,Medium,Quebec,Quebec City,Single,College
CUST01423,,65+,6,Male,High,Ontario,Ottawa,Single,PhD
CUST01424,72.0,65+,6,Female,Medium,Alberta,Edmonton,Single,PhD
CUST01425,68.0,65+,6,Male,High,Prairies,Saskatoon,Married,Bachelor
CUST01426,57.0,55-64,5,Female,High,Alberta,Calgary,Married,PhD
CUST01427,32.0,25-34,2,Male,High,Quebec,Montreal,Single,High School
CUST01428,38.0,35-44,3,Male,Medium,Alberta,Edmonton,Single,PhD
CUST01429,64.0,55-64,5,Female,Very High,Ontario,Hamilton,Married,High School
CUST01430,26.0,25-34,2,Male,Medium,Ontario,Hamilton,Married,College
CUST01431,70.0,65+,6,Male,Medium,Alberta,Red Deer,Divorced,College
CUST01432,26,25-34,2,Female,Low,Quebec,Laval,Single,PhD
CUST01433,27.0,25-34,2, Female,Medium,Atlantic,Halifax,Single,Bachelor
CUST01434,69.0,65+,6,Male,Low,Ontario,Toronto,Married,Bachelor
CUST01435,74.0,65+,6,Male,Medium,Alberta,Calgary,Divorced,PhD
CUST01436,70.0,65+,6,Male,Low,Quebec,Laval,Married,Bachelor
CUST01437,43.0,35-44,3,Female,Medium,Alberta,Edmonton,Single,Bachelor
CUST01438,58.0,55-64,5,Male,High,Alberta,Red Deer,Married,High School
CUST01439,52.0,45-54,4,Female,Medium,Prairies,Winnipeg,Married,Master
CUST01440,69.0,65+,6,Female,Low,Ontario,Hamilton,Married,PhD
CUST01441,42.0,35-44,3,Male,Low,Prairies,Saskatoon,Single,PhD
CUST01442,43.0,35-44,3,Male,High,Ontario,Ottawa,Married,College
CUST01443,28.0,25-34,2,Male,Low,Ontario,Hamilton,Married,College
CUST01444,55.0,55-64,5,Male,Medium,Quebec,Montreal,Single,College
CUST01445,19.0,18-24,1,Female,Medium,Alberta,Calgary,Married,College
CUST01446,24.0,18-24,1,Male,High,Quebec,Montreal,Married,College
CUST01447,35.0,35-44,3,Male,Medium,Alberta,Red Deer,Married,Bachelor
CUST01448,44.0,35-44,3,Female,High,BC,Vancouver,Single,Master
CUST01449,51.0,45-54,4,Male,Low,Ontario,Hamilton,Divorced,Master
CUST01450,44.0,35-44,3,Female,Medium,Prairies,Winnipeg,Single,High School
CUST01451,34.0,25-34,2,Male,Medium,Ontario,Ottawa,Single,College
CUST01452,60.0,55-64,5,Female,Low,Prairies,Saskatoon,Divorced,College
CUST01453,61.0,55-64,5,Female,Medium,Ontario,Toronto,Divorced,College
CUST01454,68.0,65+,6,Female,Medium,Quebec,Laval,Single,College
CUST01455,71.0,65+,6,Female,Medium,Quebec,Montreal,Divorced,College
CUST01456,41.0,35-44,3,Male,High,Ontario,Hamilton,Single,PhD
CUST01457,42.0,35-44,3,Male,Medium,Quebec,Quebec City,Married,College
CUST01458,24.0,18-24,1,Female,High,Ontario,London,Single,Bachelor
CUST01459,69.0,65+,6,Female,Medium,Ontario,Hamilton,Married,Bachelor
CUST01460,23.0,18-24,1,Male,Medium,Ontario,Toronto,Married,Bachelor
CUST01461,70.0,65+,6,Male,Medium,Quebec,Quebec City,Married,Bachelor
CUST01462,41.0,35-44,3,Male,Low,Alberta,Red Deer,Married,Master
CUST01463,50.0,45-54,4,Male,Low,Quebec,Laval,Married,Bachelor
CUST01464,66,65+,6,Male,Medium,Prairies,Saskatoon,Widowed,Master
CUST01465,46.0,45-54,4,Female,Very High,BC,Vancouver,Single,College
CUST01466,60.0,55-64,5,Male,High,BC,Victoria,Single,High School
CUST01467,39.0,35-44,3,Male,Low,BC,Vancouver,Married,Master
CUST01468,43.0,35-44,3,Female,High,Quebec,Montreal,Single,College
CUST01469,45.0,45-54,4,Female,High,BC,Kelowna,Married,Bachelor
CUST01470,67.0,65+,6,Female,Medium,Ontario,Toronto,Married,Bachelor
CUST01471,38.0,35-44,3,Female,High,Alberta,Calgary,Single,College
CUST01472,66.0,65+,6,Male,Medium,Alberta,Edmonton,Divorced,Bachelor
CUST01473,24.0,18-24,1,Female,Low,Ontario,Ottawa,Single,Master
CUST01474,34.0,25-34,2,Female,Medium,Alberta,Calgary,Single,Master
CUST01475,37.0,35-44,3,Male,Medium,Ontario,Hamilton,Single,Bachelor
CUST01476,58.0,55-64,5,Female,Medium,Ontario,Ottawa,Single,Bachelor
CUST01477,66.0,65+,6,Female,Medium,Ontario,London,Married,Master
CUST01478,37.0,35-44,3,Male,Very High,Alberta,Red Deer,Married,Bachelor
CUST01479,71.0,65+,6,Male,Very High,Alberta,Edmonton,Married,College
CUST01480,39.0,35-44,3,Male,High,Alberta,Edmonton,Divorced,High School
CUST01481,45,45-54,4,Male,High,Ontario,London,Single,College
CUST01482,57.0,55-64,5,Male,Very High,Quebec,Montreal,Single,High School
CUST01483,66.0,65+,6,Female,Low,BC,Victoria,Widowed,High School
CUST01484,24.0,18-24,1,Male,Medium,Ontario,London,Single,PhD
CUST01485,18.0,18-24,1,Female,Medium,BC,Victoria,Widowed,Bachelor
CUST01486,49.0,45-54,4,Female,High,Ontario,Hamilton,Divorced,Master
CUST01487,30.0,25-34,2,Female,Medium,Ontario,Ottawa,Divorced,Bachelor
CUST01488,47.0,45-54,4,Female,High,Quebec,Quebec City,Married,College
CUST01489,40.0,35-44,3,Male,Low,BC,Kelowna,Single,High School
CUST01490,68.0,65+,6,Male,Medium,Ontario,Toronto,Married,PhD
CUST01491,73.0,65+,6,Female,High,Ontario,Toronto,Married,High School
CUST01492,36.0,35-44,3,Female,Low,Ontario,Ottawa,Single,Bachelor
CUST01493,49.0,45-54,4,Female,Medium,Ontario,Ottawa,Married,High School
CUST01494,47.0,45-54,4,Male,Medium,Ontario,London,Single,College
CUST01495,46.0,45-54,4,Female,Medium,Quebec,Laval,Married,High School
CUST01496,66.0,65+,6,Male,High,BC,Vancouver,Divorced,Bachelor
CUST01497,62.0,55-64,5,Female,Medium,Quebec,Montreal,Single,Master
CUST01498,46.0,45-54,4,Female,Medium,Alberta,Calgary,Single,Bachelor
CUST01499,47.0,45-54,4,Male,Low,BC,Kelowna,Single,Bachelor
CUST01500,33.0,25-34,2,Female,High,Ontario,Hamilton,Single,Master
CUST01501,57.0,55-64,5,Male,Medium,Ontario,Hamilton,Single,Bachelor
CUST01502,36,35-44,3,Male,Medium,Prairies,Saskatoon,Single,Master
CUST01503,35.0,35-44,3,Female,High,Ontario,Toronto,Single,College
CUST01504,18.0,18-24,1,Female,Low,Ontario,Ottawa,Divorced,Master
CUST01505,31.0,25-34,2,Female,High,Ontario,Ottawa,Divorced,Bachelor
CUST01506,68.0,65+,6,Female,Medium,BC,Kelowna,Married,High School
CUST01507,,55-64,5,Male,Medium,BC,Vancouver,Single,High School
CUST01508,67.0,65+,6,Female,Low,Atlantic,Moncton,Single,College
CUST01509,19.0,18-24,1,Female,Very High,Prairies,Winnipeg,Married,College
CUST01510,71.0,65+,6,Male,High,Quebec,Quebec City,Married,Master
CUST01511,45.0,45-54,4,Female,Low,Quebec,Laval,Widowed,Bachelor
CUST01512,66.0,65+,6,Male,Medium,Ontario,Ottawa,Single,PhD
CUST01513,67.0,65+,6,Female,High,Ontario,London,Married,Bachelor
CUST01514,47.0,45-54,4,Male,High,Ontario,London,Married,Bachelor
CUST01515,55.0,55-64,5,Male,High,Ontario,Hamilton,Divorced,College
