PolicyID,CustomerID,RiskScore,RiskCategory,AnnualPremium,ClaimAmount,ClaimsCount,PolicyYear
POL000947,CUST03497,43.8,Medium,2042.04,0.0,0,2025
POL000948,CUST00867,0.2,Low,1302.62,0.0,0,2025
POL000949,CUST00302,7.8,Low,1118.07,0.0,0,2025
POL000950,CUST04829,41.2,Medium,1909.46,0.0,0,2025
POL000951,CUST00797,27.1,Medium,1313.12,1489.99,1,2025
POL000952,CUST02524,11.0,Low,1132.14,0.0,0,2025
POL000953,CUST01349,29.7,Medium,1599.91,0.0,0,2025
POL000954,CUST00624,60.6,High,1968.73,0.0,0,2025
POL000955,CUST01210,13.7,Low,1189.25,0.0,0,2025
POL000956,CUST00284,20.8,Low,1791.74,0.0,0,2025
POL000957,CUST02975,8.8,Low,1145.19,0.0,0,2025
POL000958,CUST00576,29.0,Medium,1474.67,4683.57,1,2025
POL000959,CUST00092,30.7,Medium,1578.22,0.0,0,2025
POL000960,CUST01178,45.7,Medium,1859.23,17141.31,1,2025
POL000961,CUST02396,31.0,Medium,1311.96,0.0,0,2025
POL000962,CUST01446,32.7,Medium,1586.23,882.17,2,2025
POL000963,CUST02943,13.3,Low,1074.46,0.0,0,2025
POL000964,CUST04499,8.8,Low,1297.65,0.0,0,2025
POL000965,CUST00989,21.2,Low,1529.29,0.0,0,2025
POL000966,CUST00984,4.8,Low,1179.03,0.0,0,2025
POL000967,CUST01238,39.2,Medium,1997.0,0.0,0,2025
POL000968,CUST03848,10.9,Low,1237.01,0.0,0,2025
POL000969,CUST04500,29.8,Medium,1593.09,0.0,0,2025
POL000970,CUST04375,15.1,Low,1113.27,0.0,0,2025
POL000971,CUST00156,21.6,Low,1397.27,0.0,0,2025
POL000972,CUST01687,31.1,Medium,1729.94,0.0,0,2025
POL000973,CUST00661,9.4,Low,988.63,0.0,0,2025
POL000974,CUST03353,,Low,964.0,0.0,0,2025
POL000975,CUST02849,18.3,Low,1567.49,1779.46,1,2025
POL000976,CUST02618,26.9,Medium,1808.44,4921.32,2,2025
POL000977,CUST03541,35.2,Medium,2044.77,0.0,0,2025
POL000978,CUST00721,39.8,Medium,1684.03,0.0,0,2025
POL000979,CUST04459,35.6,Medium,1830.14,9803.41,2,2025
POL000980,CUST04282,21.1,Low,1446.09,0.0,0,2025
POL000981,CUST03246,39.5,Medium,1920.76,0.0,0,2025
POL000982,CUST03413,19.5,Low,1486.78,0.0,0,2025
POL000983,CUST03395,11.1,Low,1218.07,0.0,0,2025
POL000984,CUST03172,16.1,Low,1344.24,0.0,0,2025
POL000985,CUST03009,48.6,Medium,1756.52,0.0,0,2025
POL000986,CUST01809,24.8,Low,1203.21,0.0,0,2025
POL000987,CUST02021,20.6,Low,1337.24,0.0,0,2025
POL000988,CUST03062,7.3,Low,987.59,0.0,0,2025
POL000989,CUST00667,51.7,High,2177.33,0.0,0,2025
POL000990,CUST01895,6.4,Low,1410.58,0.0,0,2025
POL000991,CUST01038,15.0,Low,1447.24,0.0,0,2025
POL000992,CUST01157,9.0,Low,1091.03,0.0,0,2025
POL000993,CUST00298,51.7,High,1958.72,0.0,0,2025
POL000994,CUST00283,11.2,Low,1000.81,0.0,0,2025
POL000995,CUST02004,9.6,Low,1293.01,5126.15,1,2025
POL000996,CUST00974,11.7,Low,1520.67,0.0,0,2025
POL000997,CUST00615,,Low,1179.2,5541.87,2,2025
POL000998,CUST04650,42.1,Medium,1732.12,0.0,0,2025
POL000999,CUST04584,31.8,Medium,1867.11,0.0,0,2025
POL001000,CUST01093,27.3,Medium,1674.67,0.0,0,2025
POL001001,CUST02975,,Low,1333.34,0.0,0,2025
POL001002,CUST01336,47.2,Medium,1569.4,0.0,0,2025
POL001003,CUST03335,22.8,Low,1324.41,691.77,1,2025
POL001004,CUST01826,4.1,Low,1325.64,0.0,0,2025
POL001005,CUST03527,53.0,High,2070.02,0.0,0,2025
POL001006,CUST00174,26.7,Medium,1661.98,521.58,1,2025
POL001007,CUST02204,35.6,Medium,1785.11,200.0,1,2025
POL001008,CUST03117,34.7,Medium,1700.45,0.0,0,2025
POL001009,CUST01632,44.0,Medium,2109.37,0.0,0,2025
POL001010,CUST02695,0.4,Low,1088.68,0.0,0,2025
POL001011,CUST00558,0.0,Low,739.73,0.0,0,2025
POL001012,CUST03599,6.8,Low,1272.03,0.0,0,2025
POL001013,CUST01463,2.7,Low,935.28,0.0,0,2025
POL001014,CUST04770,10.2,Low,836.71,0.0,0,2025
POL001015,CUST01337,9.3,Low,1169.25,0.0,0,2025
POL001016,CUST01924,22.8,Low,1064.05,0.0,0,2025
POL001017,CUST01277,26.2,Medium,1471.83,0.0,0,2025
POL001018,CUST00196,12.7,Low,1208.09,0.0,0,2025
POL001019,CUST01923,44.8,Medium,1706.67,0.0,0,2025
POL001020,CUST04342,8.3,Low,1286.2,0.0,0,2025
POL001021,CUST02003,52.9,High,2002.73,329.75,2,2025
POL001022,CUST04635,26.6,Medium,1699.69,2501.24,1,2025
POL001023,CUST03062,7.3,Low,1133.17,747.3,3,2025
POL001024,CUST01549,13.9,Low,1132.79,957.96,1,2025
POL001025,CUST04932,4.6,Low,740.95,0.0,0,2025
POL001026,CUST01014,20.9,Low,1447.09,0.0,0,2025
POL001027,CUST01059,36.5,Medium,1622.27,0.0,0,2025
POL001028,CUST01811,5.3,Low,1190.54,0.0,0,2025
POL001029,CUST02092,39.2,Medium,1636.26,0.0,0,2025
POL001030,CUST03178,12.8,Low,1358.61,0.0,0,2025
POL001031,CUST04653,14.8,Low,1291.81,0.0,0,2025
POL001032,CUST02001,67.5,High,2368.56,0.0,0,2025
POL001033,CUST04216,5.5,Low,1288.98,0.0,0,2025
POL001034,CUST04249,18.7,Low,1121.8,0.0,0,2025
POL001035,CUST00873,27.4,Medium,,474.25,2,2025
POL001036,CUST01140,26.3,Medium,1609.59,0.0,0,2025
POL001037,CUST01646,28.1,Medium,1618.53,200.0,1,2025
POL001038,CUST02300,31.9,Medium,1766.86,0.0,0,2025
POL001039,CUST03891,22.3,Low,1692.25,0.0,0,2025
POL001040,CUST02366,4.5,Low,872.17,0.0,0,2025
POL001041,CUST04051,7.0,Low,1022.76,450.14,1,2025
POL001042,CUST02184,47.1,Medium,1683.3,1108.39,3,2025
POL001043,CUST01353,31.5,Medium,1646.04,0.0,0,2025
POL001044,CUST02962,45.5,Medium,2069.87,1207.72,2,2025
POL001045,CUST04150,5.0,Low,1296.3,0.0,0,2025
POL001046,CUST00556,7.7,Low,1089.11,0.0,0,2025
POL001047,CUST01662,53.1,High,2049.02,0.0,0,2025
POL001048,CUST00451,34.2,Medium,1774.87,0.0,0,2025
POL001049,CUST04476,15.1,Low,,0.0,0,2025
POL001050,CUST01371,45.4,Medium,1815.56,0.0,0,2025
POL001051,CUST02338,33.4,Medium,1668.83,0.0,0,2025
POL001052,CUST04344,25.4,Medium,1583.71,2422.26,3,2025
POL001053,CUST00176,29.3,Medium,1535.36,0.0,0,2025
POL001054,CUST02943,6.2,Low,1384.3,0.0,0,2025
POL001055,CUST01310,16.0,Low,1064.1,0.0,0,2025
POL001056,CUST03108,21.1,Low,1479.97,0.0,0,2025
POL001057,CUST02583,17.3,Low,,0.0,0,2025
POL001058,CUST01373,25.6,Medium,1642.77,0.0,0,2025
POL001059,CUST00223,39.0,Medium,1809.68,0.0,0,2025
POL001060,CUST04520,42.7,Medium,1531.09,200.0,2,2025
POL001061,CUST04785,52.7,High,1969.75,0.0,0,2025
POL001062,CUST01631,26.9,Medium,1785.05,5828.09,1,2025
POL001063,CUST03205,0.0,Low,1079.37,0.0,0,2025
POL001064,CUST04898,20.4,Low,1166.77,0.0,0,2025
POL001065,CUST04249,22.5,Low,1537.26,665.98,1,2025
POL001066,CUST04173,47.1,Medium,2327.17,3886.34,1,2025
POL001067,CUST04264,38.4,Medium,1636.39,0.0,0,2025
POL001068,CUST01426,42.5,Medium,1848.3,13999.04,2,2025
POL001069,CUST04482,29.6,Medium,1375.2,0.0,0,2025
POL001070,CUST03862,22.1,Low,1711.66,0.0,0,2025
POL001071,CUST03022,34.1,Medium,1628.41,10799.65,1,2025
POL001072,CUST01133,16.9,Low,1351.23,0.0,0,2025
POL001073,CUST00139,12.6,Low,1306.19,1989.24,2,2025
POL001074,CUST01604,22.4,Low,1635.93,0.0,0,2025
POL001075,CUST03452,47.4,Medium,2176.8,0.0,0,2025
POL001076,CUST00568,0.0,Low,1071.39,0.0,0,2025
POL001077,CUST00230,38.3,Medium,1939.02,0.0,0,2025
POL001078,CUST03069,7.5,Low,1371.62,0.0,0,2025
POL001079,CUST02800,35.1,Medium,2138.29,0.0,0,2025
POL001080,CUST04208,34.6,Medium,1525.03,4592.71,1,2025
POL001081,CUST02615,8.8,Low,983.05,0.0,0,2025
POL001082,CUST02356,38.3,Medium,1543.84,0.0,0,2025
POL001083,CUST03169,18.9,Low,1238.43,0.0,0,2025
POL001084,CUST04959,36.0,Medium,1786.62,0.0,0,2025
POL001085,CUST02015,23.6,Low,1570.41,0.0,0,2025
POL001086,CUST00447,60.4,High,2208.3,0.0,0,2025
POL001087,CUST03599,10.1,Low,1050.07,0.0,0,2025
POL001088,CUST02689,47.5,Medium,2058.14,0.0,0,2025
POL001089,CUST00712,13.4,Low,1423.82,0.0,0,2025
POL001090,CUST01079,38.0,Medium,1749.99,0.0,0,2025
POL001091,CUST00885,11.3,Low,1308.04,7912.68,2,2025
POL001092,CUST02544,34.8,Medium,1776.88,0.0,0,2025
POL001093,CUST03811,26.0,Medium,1118.38,0.0,0,2025
POL001094,CUST00908,21.7,Low,1581.95,0.0,0,2025
POL001095,CUST00717,40.3,Medium,1901.5,0.0,0,2025
POL001096,CUST02234,12.1,Low,1250.66,3505.26,2,2025
POL001097,CUST00989,22.2,Low,1138.08,8878.48,3,2025
POL001098,CUST02514,20.5,Low,1485.28,3943.88,2,2025
POL001099,CUST01776,57.8,High,2083.79,8563.37,1,2025
POL001100,CUST01419,21.7,Low,1586.48,0.0,0,2025
POL001101,CUST03736,47.8,Medium,1970.02,200.0,3,2025
POL001102,CUST03344,6.4,Low,1210.04,0.0,0,2025
POL001103,CUST04427,45.5,Medium,1986.83,0.0,0,2025
POL001104,CUST00865,4.7,Low,,0.0,0,2025
POL001105,CUST02721,3.2,Low,1160.4,16602.64,1,2025
POL001106,CUST04933,24.3,Low,1443.7,0.0,0,2025
POL001107,CUST01212,0.0,Low,,0.0,0,2025
POL001108,CUST03135,30.8,Medium,2007.07,0.0,0,2025
POL001109,CUST04880,49.6,Medium,1541.74,6308.54,2,2025
POL001110,CUST03949,15.3,Low,1479.44,0.0,0,2025
POL001111,CUST03040,8.6,Low,1445.82,0.0,0,2025
POL001112,CUST02532,5.4,Low,989.06,0.0,0,2025
POL001113,CUST01390,11.4,Low,1326.49,0.0,0,2025
POL001114,CUST00176,18.8,Low,,0.0,0,2025
POL001115,CUST02974,4.3,Low,1112.15,0.0,0,2025
POL001116,CUST03070,15.2,Low,855.32,0.0,0,2025
POL001117,CUST00091,14.9,Low,1500.97,0.0,0,2025
POL001118,CUST02966,21.8,Low,1405.95,7471.92,1,2025
POL001119,CUST02254,15.2,Low,1650.44,0.0,0,2025
POL001120,CUST04390,,High,2099.83,0.0,0,2025
POL001121,CUST00877,47.8,Medium,1825.56,777.84,1,2025
POL001122,CUST00401,50.6,High,1709.37,0.0,0,2025
POL001123,CUST03511,35.8,Medium,1527.98,0.0,0,2025
POL001124,CUST00316,7.4,Low,1383.38,0.0,0,2025
POL001125,CUST01459,15.1,Low,1366.02,0.0,0,2025
POL001126,CUST01039,35.5,Medium,,0.0,0,2025
POL001127,CUST01524,0.0,Low,1322.19,0.0,0,2025
POL001128,CUST03211,27.0,Medium,1505.52,0.0,0,2025
POL001129,CUST04609,15.7,Low,1547.48,200.0,1,2025
POL001130,CUST01004,10.8,Low,971.07,0.0,0,2025
POL001131,CUST02867,35.3,Medium,1956.01,0.0,0,2025
POL001132,CUST04825,12.6,Low,1204.21,0.0,0,2025
POL001133,CUST03072,45.9,Medium,1809.14,0.0,0,2025
POL001134,CUST04199,,Low,1293.36,0.0,0,2025
POL001135,CUST00911,53.9,High,2160.21,0.0,0,2025
POL001136,CUST00844,28.0,Medium,1507.55,0.0,0,2025
POL001137,CUST03933,6.6,Low,1076.39,0.0,0,2025
POL001138,CUST04026,48.7,Medium,2043.28,0.0,0,2025
POL001139,CUST02419,38.5,Medium,2040.07,0.0,0,2025
POL001140,CUST02625,16.7,Low,1575.19,0.0,0,2025
POL001141,CUST03565,30.1,Medium,1881.47,0.0,0,2025
POL001142,CUST03811,21.8,Low,1581.66,0.0,0,2025
POL001143,CUST01148,29.4,Medium,1616.57,0.0,0,2025
POL001144,CUST03636,,Medium,1364.14,7403.31,1,2025
POL001145,CUST00430,19.8,Low,1079.99,0.0,0,2025
POL001146,CUST01035,9.4,Low,1133.19,0.0,0,2025
POL001147,CUST04682,19.0,Low,1370.83,0.0,0,2025
POL001148,CUST00968,63.1,High,2442.2,0.0,0,2025
POL001149,CUST02704,10.5,Low,1195.55,0.0,0,2025
POL001150,CUST04693,25.7,Medium,1583.42,0.0,0,2025
POL001151,CUST03904,46.4,Medium,1736.28,0.0,0,2025
POL001152,CUST01797,25.3,Medium,1555.41,0.0,0,2025
POL001153,CUST03021,,Medium,1879.5,0.0,0,2025
POL001154,CUST02189,35.8,Medium,1595.24,714.46,1,2025
POL001155,CUST00261,33.3,Medium,1667.25,0.0,0,2025
POL001156,CUST00993,6.2,Low,1057.51,15006.56,1,2025
POL001157,CUST02832,19.0,Low,1809.74,0.0,0,2025
POL001158,CUST04372,11.1,Low,1307.9,0.0,0,2025
POL001159,CUST00426,10.6,Low,941.99,0.0,0,2025
POL001160,CUST04070,30.4,Medium,1508.02,0.0,0,2025
POL001161,CUST01820,16.6,Low,1594.06,0.0,0,2025
POL001162,CUST04304,22.3,Low,1692.97,0.0,0,2025
POL001163,CUST03445,29.7,Medium,1658.14,0.0,0,2025
POL001164,CUST03851,49.6,Medium,2066.13,0.0,0,2025
POL001165,CUST04813,45.7,Medium,1972.14,0.0,0,2025
POL001166,CUST04557,29.4,Medium,1622.89,0.0,0,2025
POL001167,CUST01471,11.0,Low,1064.53,0.0,0,2025
POL001168,CUST01154,16.8,Low,726.68,0.0,0,2025
POL001169,CUST03432,7.6,Low,1093.75,0.0,0,2025
POL001170,CUST01882,13.1,Low,1375.21,0.0,0,2025
POL001171,CUST01662,,High,1894.73,0.0,0,2025
POL001172,CUST05000,52.6,High,1974.48,0.0,0,2025
POL001173,CUST02033,48.2,Medium,1944.66,0.0,0,2025
POL001174,CUST01897,4.3,Low,746.84,0.0,0,2025
POL001175,CUST00641,25.5,Medium,,0.0,0,2025
POL001176,CUST03944,2.8,Low,1302.6,0.0,0,2025
POL001177,CUST00962,,Low,1660.84,0.0,0,2025
POL001178,CUST04788,57.2,High,2308.79,0.0,0,2025
POL001179,CUST01021,0.3,Low,862.98,0.0,0,2025
POL001180,CUST00873,20.1,Low,1278.63,1921.35,1,2025
POL001181,CUST03633,0.0,Low,1352.81,0.0,0,2025
POL001182,CUST04311,8.6,Low,,0.0,0,2025
POL001183,CUST01402,26.1,Medium,1760.33,0.0,0,2025
POL001184,CUST02056,26.1,Medium,1301.55,0.0,0,2025
POL001185,CUST00612,,Low,1150.66,0.0,0,2025
POL001186,CUST03313,27.5,Medium,1571.91,0.0,0,2025
POL001187,CUST01139,19.7,Low,1584.32,0.0,0,2025
POL001188,CUST01381,15.2,Low,,3443.02,1,2025
POL001189,CUST01036,30.6,Medium,1490.08,0.0,0,2025
POL001190,CUST02612,35.6,Medium,1713.68,0.0,0,2025
POL001191,CUST00952,,Medium,1859.79,0.0,0,2025
POL001192,CUST00986,25.3,Medium,1460.38,653.92,1,2025
POL001193,CUST02106,29.8,Medium,1537.06,0.0,0,2025
POL001194,CUST00178,7.3,Low,921.77,0.0,0,2025
POL001195,CUST01244,13.6,Low,,0.0,0,2025
POL001196,CUST04778,14.9,Low,1388.65,0.0,0,2025
POL001197,CUST01278,42.9,Medium,,7018.93,2,2025
POL001198,CUST00225,31.1,Medium,1765.03,0.0,0,2025
POL001199,CUST02510,46.2,Medium,1514.4,12011.62,2,2025
POL001200,CUST03393,9.5,Low,1164.25,0.0,0,2025
POL001201,CUST04673,0.0,Low,1351.84,0.0,0,2025
POL001202,CUST04443,4.3,Low,1285.17,0.0,0,2025
POL001203,CUST03272,30.8,Medium,1351.25,0.0,0,2025
POL001204,CUST03530,28.1,Medium,1602.03,0.0,0,2025
POL001205,CUST01300,10.8,Low,1258.24,0.0,0,2025
POL001206,CUST03263,1.1,Low,1107.37,0.0,0,2025
POL001207,CUST02881,46.6,Medium,1945.55,0.0,0,2025
POL001208,CUST03678,46.8,Medium,1857.54,0.0,0,2025
POL001209,CUST00089,18.1,Low,1553.38,1104.88,3,2025
POL001210,CUST03162,2.4,Low,,0.0,0,2025
POL001211,CUST00064,52.7,High,1973.86,0.0,0,2025
POL001212,CUST00775,10.6,Low,1280.44,200.0,3,2025
POL001213,CUST02634,17.5,Low,1357.7,0.0,0,2025
POL001214,CUST04294,14.8,Low,1331.34,0.0,0,2025
POL001215,CUST00644,14.1,Low,1556.08,0.0,0,2025
POL001216,CUST04648,31.4,Medium,1713.6,0.0,0,2025
POL001217,CUST01802,25.3,Medium,2025.54,0.0,0,2025
POL001218,CUST00381,39.9,Medium,1707.76,0.0,0,2025
POL001219,CUST02103,60.2,High,2019.8,0.0,0,2025
POL001220,CUST01990,25.2,Medium,1993.44,0.0,0,2025
POL001221,CUST04381,6.3,Low,797.79,0.0,0,2025
POL001222,CUST01971,34.7,Medium,1749.41,0.0,0,2025
POL001223,CUST00407,15.2,Low,1496.84,5926.71,2,2025
POL001224,CUST02783,29.9,Medium,1607.96,5675.67,1,2025
POL001225,CUST02788,23.7,Low,1400.03,0.0,0,2025
POL001226,CUST00453,19.2,Low,1717.83,0.0,0,2025
POL001227,CUST04338,46.9,Medium,1887.46,0.0,0,2025
POL001228,CUST04934,42.3,Medium,1242.28,0.0,0,2025
POL001229,CUST03996,18.3,Low,1250.44,0.0,0,2025
POL001230,CUST00716,84.8,Very High,2554.85,0.0,0,2025
POL001231,CUST02209,41.6,Medium,1587.86,0.0,0,2025
POL001232,CUST02720,15.0,Low,,0.0,0,2025
POL001233,CUST01572,17.4,Low,1358.95,0.0,0,2025
POL001234,CUST00449,17.0,Low,1258.99,0.0,0,2025
POL001235,CUST03724,34.9,Medium,1800.95,6229.55,3,2025
POL001236,CUST01974,22.8,Low,1243.75,0.0,0,2025
POL001237,CUST00499,43.3,Medium,1945.43,0.0,0,2025
POL001238,CUST00483,32.1,Medium,1902.01,816.61,1,2025
POL001239,CUST03324,21.4,Low,981.36,0.0,0,2025
POL001240,CUST03132,46.6,Medium,1587.65,971.23,3,2025
POL001241,CUST03761,55.3,High,2447.16,0.0,0,2025
POL001242,CUST01560,25.4,Medium,1686.79,0.0,0,2025
POL001243,CUST00835,27.4,Medium,1408.6,0.0,0,2025
POL001244,CUST03024,15.7,Low,1475.87,0.0,0,2025
POL001245,CUST00920,17.8,Low,1447.02,0.0,0,2025
POL001246,CUST04170,23.9,Low,1694.43,0.0,0,2025
POL001247,CUST01810,,Low,1255.86,200.0,2,2025
POL001248,CUST04492,41.7,Medium,1680.82,0.0,0,2025
POL001249,CUST03923,17.4,Low,1017.43,0.0,0,2025
POL001250,CUST02357,56.1,High,1810.64,9972.82,1,2025
POL001251,CUST02579,5.7,Low,1344.7,0.0,0,2025
POL001252,CUST03643,5.5,Low,1523.32,0.0,0,2025
POL001253,CUST00322,18.7,Low,1508.37,0.0,0,2025
POL001254,CUST01531,35.1,Medium,1650.82,0.0,0,2025
POL001255,CUST03727,37.7,Medium,1736.95,9761.81,2,2025
POL001256,CUST02999,14.1,Low,1442.48,0.0,0,2025
POL001257,CUST01284,12.3,Low,1162.23,0.0,0,2025
POL001258,CUST02644,11.6,Low,1359.56,0.0,0,2025
POL001259,CUST02020,18.1,Low,1371.88,0.0,0,2025
POL001260,CUST03392,16.2,Low,1151.53,0.0,0,2025
POL001261,CUST01669,,Medium,1728.68,1976.26,1,2025
POL001262,CUST00382,43.8,Medium,1793.4,1137.91,1,2025
POL001263,CUST02778,,Low,1686.07,0.0,0,2025
POL001264,CUST00281,0.0,Low,671.63,0.0,0,2025
POL001265,CUST04385,9.2,Low,1496.71,0.0,0,2025
POL001266,CUST04776,46.1,Medium,2001.2,0.0,0,2025
POL001267,CUST01057,29.1,Medium,,0.0,0,2025
POL001268,CUST03166,1.1,Low,1203.2,0.0,0,2025
POL001269,CUST01835,28.0,Medium,1332.68,947.86,1,2025
POL001270,CUST04412,9.9,Low,1085.91,0.0,0,2025
POL001271,CUST01049,15.1,Low,1314.49,0.0,0,2025
POL001272,CUST03046,49.5,Medium,1594.88,0.0,0,2025
POL001273,CUST04145,44.2,Medium,2176.94,0.0,0,2025
POL001274,CUST04801,10.3,Low,1082.5,4912.34,1,2025
POL001275,CUST02854,4.5,Low,1279.22,0.0,0,2025
POL001276,CUST04999,3.0,Low,1061.67,0.0,0,2025
POL001277,CUST03855,0.0,Low,905.38,0.0,0,2025
POL001278,CUST04135,32.9,Medium,1352.28,0.0,0,2025
POL001279,CUST04512,15.0,Low,1594.51,0.0,0,2025
POL001280,CUST02120,4.9,Low,1412.46,0.0,0,2025
POL001281,CUST01117,40.0,Medium,2077.67,0.0,0,2025
POL001282,CUST00834,20.5,Low,1444.52,0.0,0,2025
POL001283,CUST04531,21.9,Low,1505.42,0.0,0,2025
POL001284,CUST03791,23.8,Low,1441.49,0.0,0,2025
POL001285,CUST02526,41.8,Medium,1604.95,0.0,0,2025
POL001286,CUST02161,28.6,Medium,1490.46,1863.15,0,2025
POL001287,CUST03078,13.2,Low,1398.58,10563.94,3,2025
POL001288,CUST03668,58.9,High,1733.86,0.0,0,2025
POL001289,CUST01627,28.1,Medium,1521.75,0.0,0,2025
POL001290,CUST01578,35.9,Medium,1715.21,0.0,0,2025
POL001291,CUST04357,7.4,Low,1732.55,1297.04,1,2025
POL001292,CUST00227,17.5,Low,1590.43,0.0,0,2025
POL001293,CUST02211,31.4,Medium,1581.82,0.0,0,2025
POL001294,CUST03901,24.3,Low,1880.87,0.0,0,2025
POL001295,CUST00887,28.1,Medium,1282.13,0.0,0,2025
POL001296,CUST01172,9.5,Low,1272.36,0.0,0,2025
POL001297,CUST03424,,Medium,1521.52,375.39,2,2025
POL001298,CUST01306,24.9,Low,1488.22,0.0,0,2025
POL001299,CUST00443,36.0,Medium,1699.45,0.0,0,2025
POL001300,CUST03865,,Medium,1809.34,2076.16,1,2025
POL001301,CUST02693,5.8,Low,1208.05,2986.14,1,2025
POL001302,CUST02202,55.9,High,2095.65,0.0,0,2025
POL001303,CUST04644,5.8,Low,,4149.49,1,2025
POL001304,CUST04328,16.1,Low,1277.72,0.0,0,2025
POL001305,CUST02056,25.7,Medium,1564.26,5296.48,1,2025
POL001306,CUST02454,12.5,Low,1312.29,2605.0,2,2025
POL001307,CUST00776,15.3,Low,1176.75,0.0,0,2025
POL001308,CUST00666,0.5,Low,1160.68,0.0,0,2025
POL001309,CUST01323,47.8,Medium,1906.99,15537.73,2,2025
POL001310,CUST02284,17.8,Low,1636.92,0.0,0,2025
POL001311,CUST01911,16.8,Low,1257.47,3738.65,1,2025
POL001312,CUST02931,7.5,Low,,0.0,0,2025
POL001313,CUST03586,18.4,Low,1421.61,0.0,0,2025
POL001314,CUST02604,26.4,Medium,1467.02,0.0,0,2025
POL001315,CUST02543,36.0,Medium,1635.68,1932.64,2,2025
POL001316,CUST03779,36.3,Medium,1950.78,0.0,0,2025
POL001317,CUST03831,51.5,High,1756.16,0.0,0,2025
POL001318,CUST01321,15.2,Low,1279.85,0.0,0,2025
POL001319,CUST02867,30.7,Medium,1654.19,0.0,0,2025
POL001320,CUST03080,30.9,Medium,1494.3,0.0,0,2025
POL001321,CUST02727,29.1,Medium,1783.04,0.0,0,2025
POL001322,CUST04031,47.1,Medium,2048.88,0.0,0,2025
POL001323,CUST02894,11.2,Low,1038.42,2215.04,1,2025
POL001324,CUST01927,10.1,Low,1192.5,5854.02,3,2025
POL001325,CUST00054,10.3,Low,,0.0,0,2025
POL001326,CUST02606,36.1,Medium,1575.51,0.0,0,2025
POL001327,CUST03424,33.4,Medium,1680.83,0.0,0,2025
POL001328,CUST03663,5.7,Low,1170.17,2240.25,1,2025
POL001329,CUST02720,10.5,Low,1306.0,0.0,0,2025
POL001330,CUST04656,27.4,Medium,1395.14,0.0,0,2025
POL001331,CUST00778,3.4,Low,,0.0,0,2025
POL001332,CUST03853,45.9,Medium,1527.09,0.0,0,2025
POL001333,CUST04988,10.4,Low,1447.48,3997.37,1,2025
POL001334,CUST00010,12.2,Low,1360.42,0.0,0,2025
POL001335,CUST04238,9.7,Low,1570.06,0.0,0,2025
POL001336,CUST03277,34.5,Medium,1629.73,0.0,0,2025
POL001337,CUST04372,2.0,Low,1080.3,0.0,0,2025
POL001338,CUST01432,21.4,Low,1481.5,0.0,0,2025
POL001339,CUST00990,13.8,Low,1450.27,0.0,0,2025
POL001340,CUST02222,10.6,Low,1348.8,8640.68,2,2025
POL001341,CUST02710,30.0,Medium,1718.42,0.0,0,2025
POL001342,CUST02093,12.8,Low,1371.71,0.0,0,2025
POL001343,CUST01246,4.4,Low,1298.88,0.0,0,2025
POL001344,CUST01788,37.1,Medium,1946.27,0.0,0,2025
POL001345,CUST00137,0.0,Low,904.59,0.0,0,2025
POL001346,CUST00018,7.2,Low,988.36,0.0,0,2025
POL001347,CUST01164,0.3,Low,1356.27,200.0,1,2025
POL001348,CUST04171,35.6,Medium,1569.02,0.0,0,2025
POL001349,CUST00769,13.9,Low,1404.86,0.0,0,2025
POL001350,CUST03333,12.4,Low,1351.17,0.0,0,2025
POL001351,CUST01479,0.0,Low,1006.44,0.0,0,2025
POL001352,CUST03128,22.9,Low,1545.32,0.0,0,2025
POL001353,CUST02258,0.0,Low,,0.0,0,2025
POL001354,CUST01341,10.3,Low,1358.72,0.0,0,2025
POL001355,CUST03859,56.1,High,1850.01,0.0,0,2025
POL001356,CUST04518,8.2,Low,1125.94,0.0,0,2025
POL001357,CUST01412,37.1,Medium,1706.34,0.0,0,2025
POL001358,CUST00809,,Medium,1658.85,0.0,0,2025
POL001359,CUST02821,32.0,Medium,1574.37,0.0,0,2025
POL001360,CUST01449,9.3,Low,909.33,0.0,0,2025
POL001361,CUST03441,44.1,Medium,1644.88,0.0,0,2025
POL001362,CUST03581,16.6,Low,1673.42,0.0,0,2025
POL001363,CUST02244,21.3,Low,1319.55,0.0,0,2025
POL001364,CUST03781,38.2,Medium,1304.71,0.0,0,2025
POL001365,CUST04265,,Low,1730.37,0.0,0,2025
POL001366,CUST01253,50.3,High,2102.46,0.0,0,2025
POL001367,CUST01205,54.3,High,2392.51,0.0,0,2025
POL001368,CUST00401,48.3,Medium,1928.55,1448.75,1,2025
POL001369,CUST03600,48.1,Medium,2290.89,7540.27,1,2025
POL001370,CUST04975,37.1,Medium,1584.47,0.0,0,2025
POL001371,CUST03642,37.3,Medium,1975.75,0.0,0,2025
POL001372,CUST02715,0.2,Low,1061.76,0.0,0,2025
POL001373,CUST04481,27.0,Medium,,200.0,1,2025
POL001374,CUST03959,11.7,Low,1273.17,1159.81,3,2025
POL001375,CUST03107,10.5,Low,1349.9,0.0,0,2025
POL001376,CUST01701,64.3,High,2160.6,0.0,0,2025
POL001377,CUST00560,0.0,Low,970.54,0.0,0,2025
POL001378,CUST02994,26.9,Medium,1565.06,0.0,0,2025
POL001379,CUST04222,22.7,Low,1533.33,0.0,0,2025
POL001380,CUST02046,52.4,High,1943.45,0.0,0,2025
